,DocID,Dialogue,Model,Summary,PredE,PredE_text,SubjObjE,SubjObjE_text,OutE,OutE_text,CorefE,CorefE_text,GramE,GramE_text,CircE,CircE_text,LinkE,LinkE_text,OthE,OthE_text,w/ Error
10,test_374,"#Person1#: I'll be checking out of the hotel in about 40 minutes.
#Person2#: Forty minutes or 40 seconds, ma'am, it doesn't matter, I'm ready for you.
#Person1#: Great! As you know, however, the day in New York has hardly begun.
#Person2#: There's nothing like getting an early start, ma'am.
#Person1#: What can I do with my baggage while I visit a few more tourist spots?
#Person2#: You can leave your baggage in our storage space, with a deposit.
#Person1#: Isn't my baggage enough of a deposit?
#Person2#: I wish it was, but it isn't. They will still want a credit card.
#Person1#: It's always something, isn't it? Let me think about this for a second.
#Person2#: Don't forget that you have very little time, ma'am, before you have to check out.",MV-BART,#Person1#'ll be checking out of the hotel in about 40 minutes. #Person2# tells her she can leave her baggage in the storage space with a deposit without a credit card because there's no time to check out.,no,,no,,no,,no,,no,,yes,without a credit card,yes,because,no,,1
11,test_374,"#Person1#: I'll be checking out of the hotel in about 40 minutes.
#Person2#: Forty minutes or 40 seconds, ma'am, it doesn't matter, I'm ready for you.
#Person1#: Great! As you know, however, the day in New York has hardly begun.
#Person2#: There's nothing like getting an early start, ma'am.
#Person1#: What can I do with my baggage while I visit a few more tourist spots?
#Person2#: You can leave your baggage in our storage space, with a deposit.
#Person1#: Isn't my baggage enough of a deposit?
#Person2#: I wish it was, but it isn't. They will still want a credit card.
#Person1#: It's always something, isn't it? Let me think about this for a second.
#Person2#: Don't forget that you have very little time, ma'am, before you have to check out.",CODS,#Person2# tells #Person1# she can leave her baggage in their storage space with a deposit. #Person2# reminds #Person1# of the time before checking out.,no,,no,,no,,no,,no,,no,,no,,no,,0
12,test_45,"#Person1#: Hello. Welcome to this week's People You Meet. Today, we present to you Mark Leach, an information officer in London.
#Person2#: Hi everyone, my name's Mark Leach. I'm an information officer at the Britain Business Center, which is a tourist office for the British tourist board in London. Here, we offer a tourist information service to mainly visitors from overseas. And each year, we have about 500,000 people come to the office.
#Person1#: Wow. That's a large number of people. How do you manage to meet the needs of so many people?
#Person2#: I'm in charge of an information team. The team has about 10 officers who give tourist information directly over the counter to visitors. We speak a total of 13 languages altogether.
#Person1#: That's pretty cool. So what exactly do you do everyday?
#Person2#: Well, we act as a one stop shop for anyone who wants to come in. So it could be that they want a day trip from London, which is a very popular request. And we can offer suggestions of where to go and how to get there. If people want a two week tour of Britain, we can plan out exactly where to visit, what roads to take.
#Person1#: So, do you have any suggestions for people coming to Britain?
#Person2#: A good suggestion is to see as much as you can. But try to come back again and again to see different parts of the country, because in that way you really experience it.",BART,"Mark Leach, an information officer at the Britain Business Center, tells #Person1# he is in charge of an information team that serves 500,000 people each year. They act as a one stop shop for anyone who wants to come in and offer suggestions of where to go and how to get there.",no,,no,,no,,no,,no,,no,,no,,no,,0
13,test_45,"#Person1#: Hello. Welcome to this week's People You Meet. Today, we present to you Mark Leach, an information officer in London.
#Person2#: Hi everyone, my name's Mark Leach. I'm an information officer at the Britain Business Center, which is a tourist office for the British tourist board in London. Here, we offer a tourist information service to mainly visitors from overseas. And each year, we have about 500,000 people come to the office.
#Person1#: Wow. That's a large number of people. How do you manage to meet the needs of so many people?
#Person2#: I'm in charge of an information team. The team has about 10 officers who give tourist information directly over the counter to visitors. We speak a total of 13 languages altogether.
#Person1#: That's pretty cool. So what exactly do you do everyday?
#Person2#: Well, we act as a one stop shop for anyone who wants to come in. So it could be that they want a day trip from London, which is a very popular request. And we can offer suggestions of where to go and how to get there. If people want a two week tour of Britain, we can plan out exactly where to visit, what roads to take.
#Person1#: So, do you have any suggestions for people coming to Britain?
#Person2#: A good suggestion is to see as much as you can. But try to come back again and again to see different parts of the country, because in that way you really experience it.",UniLM,"person1 interviews mark leach , an information officer at the britain business center , who offers a tourist information service to mainly visitors from overseas . mark tells person1 how he manages to meet the needs of so many people .",no,,no,,no,,no,,no,,no,,no,,no,,0
14,test_45,"#Person1#: Hello. Welcome to this week's People You Meet. Today, we present to you Mark Leach, an information officer in London.
#Person2#: Hi everyone, my name's Mark Leach. I'm an information officer at the Britain Business Center, which is a tourist office for the British tourist board in London. Here, we offer a tourist information service to mainly visitors from overseas. And each year, we have about 500,000 people come to the office.
#Person1#: Wow. That's a large number of people. How do you manage to meet the needs of so many people?
#Person2#: I'm in charge of an information team. The team has about 10 officers who give tourist information directly over the counter to visitors. We speak a total of 13 languages altogether.
#Person1#: That's pretty cool. So what exactly do you do everyday?
#Person2#: Well, we act as a one stop shop for anyone who wants to come in. So it could be that they want a day trip from London, which is a very popular request. And we can offer suggestions of where to go and how to get there. If people want a two week tour of Britain, we can plan out exactly where to visit, what roads to take.
#Person1#: So, do you have any suggestions for people coming to Britain?
#Person2#: A good suggestion is to see as much as you can. But try to come back again and again to see different parts of the country, because in that way you really experience it.",MV-BART,"#Person1# interviews Mark Leach, an information officer at the Britain Business Center, which is a tourist office for the British tourist board in London, who manages to meet the needs of about 500,000 people each year. Mark is in charge of an information team and they act as a one-stop shop for anyone who wants to come in. Mark suggests people coming to Britain should see as much as they can.",no,,no,,no,,no,,no,,no,,no,,no,,0
15,test_45,"#Person1#: Hello. Welcome to this week's People You Meet. Today, we present to you Mark Leach, an information officer in London.
#Person2#: Hi everyone, my name's Mark Leach. I'm an information officer at the Britain Business Center, which is a tourist office for the British tourist board in London. Here, we offer a tourist information service to mainly visitors from overseas. And each year, we have about 500,000 people come to the office.
#Person1#: Wow. That's a large number of people. How do you manage to meet the needs of so many people?
#Person2#: I'm in charge of an information team. The team has about 10 officers who give tourist information directly over the counter to visitors. We speak a total of 13 languages altogether.
#Person1#: That's pretty cool. So what exactly do you do everyday?
#Person2#: Well, we act as a one stop shop for anyone who wants to come in. So it could be that they want a day trip from London, which is a very popular request. And we can offer suggestions of where to go and how to get there. If people want a two week tour of Britain, we can plan out exactly where to visit, what roads to take.
#Person1#: So, do you have any suggestions for people coming to Britain?
#Person2#: A good suggestion is to see as much as you can. But try to come back again and again to see different parts of the country, because in that way you really experience it.",CODS,"#Person1# interviews Mark Leach, an information officer in London. He is in charge of an information team that gives tourist information directly over the counter to visitors, acts as a one stop shop for anyone who wants to come in.",no,,no,,no,,no,,no,,no,,no,,no,,0
16,test_396,"#Person1#: Well, Sir, we have asked all our guests to wear a jacket and a tie in our restaurant.
#Person2#: I didn't know that, can I borrow a jacket and a tie now?
#Person1#: I am sorry. You can't borrow a jacket or a tie from others.
#Person2#: That I have to return to the hotel and fetch mine.
#Person1#: Will you put off the time of the conference?
#Person2#: Since you are the chairman we'd like to offer you the convenience. What time will you come back?
#Person1#: I think I should be back at about 9:00 AM.
#Person2#: We'll put it off to 9:30 AM. What about that?
#Person1#: 9:30 AM will be fine with me. Thank you.
#Person2#: You are welcome.
#Person1#: By the way, How many people will attend the conference?
#Person2#: 15.
#Person1#: I see. I'll try to be back sooner.
#Person2#: Take your time.",BART,"#Person2# wants to borrow a jacket and a tie from others, but #Person1# says he has to return to the hotel and fetch his. They agree to postpone the conference to 9:30 AM.",no,,yes,#Person1#,no,,no,,no,,no,,no,,no,,1
17,test_396,"#Person1#: Well, Sir, we have asked all our guests to wear a jacket and a tie in our restaurant.
#Person2#: I didn't know that, can I borrow a jacket and a tie now?
#Person1#: I am sorry. You can't borrow a jacket or a tie from others.
#Person2#: That I have to return to the hotel and fetch mine.
#Person1#: Will you put off the time of the conference?
#Person2#: Since you are the chairman we'd like to offer you the convenience. What time will you come back?
#Person1#: I think I should be back at about 9:00 AM.
#Person2#: We'll put it off to 9:30 AM. What about that?
#Person1#: 9:30 AM will be fine with me. Thank you.
#Person2#: You are welcome.
#Person1#: By the way, How many people will attend the conference?
#Person2#: 15.
#Person1#: I see. I'll try to be back sooner.
#Person2#: Take your time.",UniLM,person2 wants to borrow a jacket and a tie from others . person1 asks person2 to put off the time of the conference .,no,,no,,no,,no,,no,,no,,no,,no,,0
18,test_396,"#Person1#: Well, Sir, we have asked all our guests to wear a jacket and a tie in our restaurant.
#Person2#: I didn't know that, can I borrow a jacket and a tie now?
#Person1#: I am sorry. You can't borrow a jacket or a tie from others.
#Person2#: That I have to return to the hotel and fetch mine.
#Person1#: Will you put off the time of the conference?
#Person2#: Since you are the chairman we'd like to offer you the convenience. What time will you come back?
#Person1#: I think I should be back at about 9:00 AM.
#Person2#: We'll put it off to 9:30 AM. What about that?
#Person1#: 9:30 AM will be fine with me. Thank you.
#Person2#: You are welcome.
#Person1#: By the way, How many people will attend the conference?
#Person2#: 15.
#Person1#: I see. I'll try to be back sooner.
#Person2#: Take your time.",MV-BART,#Person2# wants to borrow a jacket and a tie from others but #Person1# says he has to return to the hotel and fetch his jacket and tie because he is the chairman. They agree to put off the time of the conference to 9:30 AM.,no,,yes,#Person1#,no,,no,,yes,because,no,,no,,no,,1
19,test_396,"#Person1#: Well, Sir, we have asked all our guests to wear a jacket and a tie in our restaurant.
#Person2#: I didn't know that, can I borrow a jacket and a tie now?
#Person1#: I am sorry. You can't borrow a jacket or a tie from others.
#Person2#: That I have to return to the hotel and fetch mine.
#Person1#: Will you put off the time of the conference?
#Person2#: Since you are the chairman we'd like to offer you the convenience. What time will you come back?
#Person1#: I think I should be back at about 9:00 AM.
#Person2#: We'll put it off to 9:30 AM. What about that?
#Person1#: 9:30 AM will be fine with me. Thank you.
#Person2#: You are welcome.
#Person1#: By the way, How many people will attend the conference?
#Person2#: 15.
#Person1#: I see. I'll try to be back sooner.
#Person2#: Take your time.",CODS,#Person2# wants to borrow a jacket and a tie from others. #Person1# asks #Person2# to put off the conference to 9:30 am and #Person2# agrees.,no,,no,,no,,no,,no,,no,,no,,no,,0
20,test_163,"#Person1#: Are you enjoying your trip to New Orleans?
#Person2#: Oh, yes. I really like it here.
#Person1#: Would you like to do something tonight?
#Person2#: Sure. I'd love to.
#Person1#: Let's see. Have you been to a jazz club yet?
#Person2#: Yes. I've already been to several clubs here.
#Person1#: OK. What about an evening riverboat tour?
#Person2#: Uh, actually, I've gone twice this week.
#Person1#: So, what do you want to do?
#Person2#: Well, I haven't been to the theater in a long time.
#Person1#: Oh, OK. I hear there's a terrific show at the Sanger Theater.
#Person2#: Great! Let's make a reservation.",BART,##Person1# invites #Person2# to an evening riverboat tour and a show at the Sanger Theater.,yes,an evening riverboat tour and a show at the Sanger Theater,no,,no,,no,,no,,no,,no,,no,,1
21,test_163,"#Person1#: Are you enjoying your trip to New Orleans?
#Person2#: Oh, yes. I really like it here.
#Person1#: Would you like to do something tonight?
#Person2#: Sure. I'd love to.
#Person1#: Let's see. Have you been to a jazz club yet?
#Person2#: Yes. I've already been to several clubs here.
#Person1#: OK. What about an evening riverboat tour?
#Person2#: Uh, actually, I've gone twice this week.
#Person1#: So, what do you want to do?
#Person2#: Well, I haven't been to the theater in a long time.
#Person1#: Oh, OK. I hear there's a terrific show at the Sanger Theater.
#Person2#: Great! Let's make a reservation.",UniLM,person1 invites person2 to go to a jazz club and a evening riverboat tour at the sanger theater tonight .,no,,no,,no,,no,,yes,a,yes,at the sanger theater tonight .,no,,no,,1
22,test_163,"#Person1#: Are you enjoying your trip to New Orleans?
#Person2#: Oh, yes. I really like it here.
#Person1#: Would you like to do something tonight?
#Person2#: Sure. I'd love to.
#Person1#: Let's see. Have you been to a jazz club yet?
#Person2#: Yes. I've already been to several clubs here.
#Person1#: OK. What about an evening riverboat tour?
#Person2#: Uh, actually, I've gone twice this week.
#Person1#: So, what do you want to do?
#Person2#: Well, I haven't been to the theater in a long time.
#Person1#: Oh, OK. I hear there's a terrific show at the Sanger Theater.
#Person2#: Great! Let's make a reservation.",MV-BART,"#Person1# invites #Person2# to go to a jazz club, an evening riverboat tour, and the Sanger Theater tonight. #Person 2# agrees and makes a reservation.",no,,no,,no,,no,,no,,yes,agrees,no,,no,,1
23,test_163,"#Person1#: Are you enjoying your trip to New Orleans?
#Person2#: Oh, yes. I really like it here.
#Person1#: Would you like to do something tonight?
#Person2#: Sure. I'd love to.
#Person1#: Let's see. Have you been to a jazz club yet?
#Person2#: Yes. I've already been to several clubs here.
#Person1#: OK. What about an evening riverboat tour?
#Person2#: Uh, actually, I've gone twice this week.
#Person1#: So, what do you want to do?
#Person2#: Well, I haven't been to the theater in a long time.
#Person1#: Oh, OK. I hear there's a terrific show at the Sanger Theater.
#Person2#: Great! Let's make a reservation.",CODS,#Person1# and #Person2# will go to a jazz club and the Sanger Theater tonight.,yes,a jazz club,no,,no,,no,,no,,no,,no,,no,,1
24,test_141,"#Person1#: Is there anything wrong? 
#Person2#: I'm worried about my daughter. She can't decide about college. 
#Person1#: Don't worry. That's just a part of being a teenager. 
#Person2#: I don't mind that. But she disagrees with me about everything. 
#Person1#: You should encourage her to make up her mind by herself. You shouldn't affect her decision. 
#Person2#: But I just want to give her some tips. 
#Person1#: Oh, she can make her own decisions. ",BART,##Person2# is worried about #Person1#'s daughter who can't decide about college.,no,,yes,#Person1#,no,,no,,no,,no,,no,,no,,1
25,test_141,"#Person1#: Is there anything wrong? 
#Person2#: I'm worried about my daughter. She can't decide about college. 
#Person1#: Don't worry. That's just a part of being a teenager. 
#Person2#: I don't mind that. But she disagrees with me about everything. 
#Person1#: You should encourage her to make up her mind by herself. You shouldn't affect her decision. 
#Person2#: But I just want to give her some tips. 
#Person1#: Oh, she can make her own decisions. ",UniLM,person2 is worried about person2 ' s daughter who can ' t decide about college . person1 encourages her to make her own decisions .,no,,no,,no,,yes,her,no,,no,,no,,no,,1
26,test_141,"#Person1#: Is there anything wrong? 
#Person2#: I'm worried about my daughter. She can't decide about college. 
#Person1#: Don't worry. That's just a part of being a teenager. 
#Person2#: I don't mind that. But she disagrees with me about everything. 
#Person1#: You should encourage her to make up her mind by herself. You shouldn't affect her decision. 
#Person2#: But I just want to give her some tips. 
#Person1#: Oh, she can make her own decisions. ",MV-BART,#Person2# is worried about #Person1#'s daughter who can't decide about college and wants to give her some tips. #Person 1# comforts #Person 2#.,no,,yes,#Person1#',no,,no,,no,,no,,no,,no,,1
27,test_141,"#Person1#: Is there anything wrong? 
#Person2#: I'm worried about my daughter. She can't decide about college. 
#Person1#: Don't worry. That's just a part of being a teenager. 
#Person2#: I don't mind that. But she disagrees with me about everything. 
#Person1#: You should encourage her to make up her mind by herself. You shouldn't affect her decision. 
#Person2#: But I just want to give her some tips. 
#Person1#: Oh, she can make her own decisions. ",CODS,#Person2#'s worried about #Person2#'s daughter who can't decide about college. #Person1# comforts #Person2#.,no,,no,,no,,no,,no,,no,,no,,no,,0
28,test_164,"#Person1#: Does it look like a good fit?
#Person2#: It's definitely your size.
#Person1#: Yes, it is very nice. I'll take it.
#Person2#: How do you prefer to pay?
#Person1#: Let me use my credit card.
#Person2#: Now, if you'll just sign here.
#Person1#: No problem.
#Person2#: I hope you enjoy your purchase. Good-bye.",BART,##Person2# helps #Person1# to pay.,no,,no,,no,,no,,no,,no,,no,,no,,0
29,test_164,"#Person1#: Does it look like a good fit?
#Person2#: It's definitely your size.
#Person1#: Yes, it is very nice. I'll take it.
#Person2#: How do you prefer to pay?
#Person1#: Let me use my credit card.
#Person2#: Now, if you'll just sign here.
#Person1#: No problem.
#Person2#: I hope you enjoy your purchase. Good-bye.",UniLM,person2 helps person1 to buy something and pays with person1 ' s credit card .,no,,no,,no,,no,,no,,no,,no,,no,,0
30,test_164,"#Person1#: Does it look like a good fit?
#Person2#: It's definitely your size.
#Person1#: Yes, it is very nice. I'll take it.
#Person2#: How do you prefer to pay?
#Person1#: Let me use my credit card.
#Person2#: Now, if you'll just sign here.
#Person1#: No problem.
#Person2#: I hope you enjoy your purchase. Good-bye.",MV-BART,#Person2# helps #Person1# to buy a dress and helps to pay by credit card.,yes,helps to pay by credit card,no,,no,,no,,no,,no,,no,,no,,1
31,test_164,"#Person1#: Does it look like a good fit?
#Person2#: It's definitely your size.
#Person1#: Yes, it is very nice. I'll take it.
#Person2#: How do you prefer to pay?
#Person1#: Let me use my credit card.
#Person2#: Now, if you'll just sign here.
#Person1#: No problem.
#Person2#: I hope you enjoy your purchase. Good-bye.",CODS,#Person2# helps #Person1# pay by credit card.,no,,no,,no,,no,,no,,no,,no,,no,,0
32,test_116,"#Person1#: What can I do for you?
#Person2#: I want to get my car washed.
#Person1#: Would you like regular car wash package?
#Person2#: I don't know what you mean.
#Person1#: Well, we will wash the exterior form top to bottom. We use a special shampoo, which gives the body that extra shine.
#Person2#: Do you wash windows?
#Person1#: Of course. We wash the windows inside and out.
#Person2#: What about the interior?
#Person1#: We use a vacuum cleaner that removes all the dirt, and we throw away all of the trash that we can find.
#Person2#: Sounds good, regular car wash package will be OK.
#Person1#: OK. I see.",BART,##Person1# tells #Person2# how to wash the exterior and the interior of the car.,yes,how to wash the exterior and the interior of the car,no,,no,,no,,no,,no,,no,,no,,1
33,test_116,"#Person1#: What can I do for you?
#Person2#: I want to get my car washed.
#Person1#: Would you like regular car wash package?
#Person2#: I don't know what you mean.
#Person1#: Well, we will wash the exterior form top to bottom. We use a special shampoo, which gives the body that extra shine.
#Person2#: Do you wash windows?
#Person1#: Of course. We wash the windows inside and out.
#Person2#: What about the interior?
#Person1#: We use a vacuum cleaner that removes all the dirt, and we throw away all of the trash that we can find.
#Person2#: Sounds good, regular car wash package will be OK.
#Person1#: OK. I see.",UniLM,person2 wants to get person2 ' s car washed . person1 recommends a regular car wash package .,no,,no,,no,,no,,no,,no,,no,,no,,0
34,test_116,"#Person1#: What can I do for you?
#Person2#: I want to get my car washed.
#Person1#: Would you like regular car wash package?
#Person2#: I don't know what you mean.
#Person1#: Well, we will wash the exterior form top to bottom. We use a special shampoo, which gives the body that extra shine.
#Person2#: Do you wash windows?
#Person1#: Of course. We wash the windows inside and out.
#Person2#: What about the interior?
#Person1#: We use a vacuum cleaner that removes all the dirt, and we throw away all of the trash that we can find.
#Person2#: Sounds good, regular car wash package will be OK.
#Person1#: OK. I see.",MV-BART,#Person2# wants a regular car wash package. #Person1# introduces the services of the car wash and tells #Person2' the equipment used to wash the exterior and interior of the vehicle.,yes,wants a regular car wash package.,no,,no,,no,,no,,no,,no,,no,,1
35,test_116,"#Person1#: What can I do for you?
#Person2#: I want to get my car washed.
#Person1#: Would you like regular car wash package?
#Person2#: I don't know what you mean.
#Person1#: Well, we will wash the exterior form top to bottom. We use a special shampoo, which gives the body that extra shine.
#Person2#: Do you wash windows?
#Person1#: Of course. We wash the windows inside and out.
#Person2#: What about the interior?
#Person1#: We use a vacuum cleaner that removes all the dirt, and we throw away all of the trash that we can find.
#Person2#: Sounds good, regular car wash package will be OK.
#Person1#: OK. I see.",CODS,#Person2# wants to get #Person2#'s car washed. #Person1# tells #Person2# they will wash the exterior form top to bottom and wash windows inside and out with a special shampoo.,no,,no,,no,,no,,no,,no,,no,,no,,0
36,test_323,"#Person1#: Hey, Benjamin, have you finished your report on the project?
#Person2#: Not yet. To tell you the truth, I don't know how to write it. I've considered it for several days.
#Person1#: What? Man, you don't know how to write a project report? That's sounds a little bit ridiculous.
#Person2#: Don't laugh at me, please. I'm serious. I've never been required to write this kind of report before, I only do the research reports.
#Person1#: Oh, sorry, I've totally forgotten that you are a workaholic.
#Person2#: So what items must be involved in this report?
#Person1#: First is your final conclusion on your work of this year, and then comes your plan for the next year.
#Person2#: Yeah, is that all?
#Person1#: Let me see, no, you have to include more details about your final conclusion, for example, your experiences in dealing with some emergent events.
#Person2#: That's too complicated.
#Person1#: And only that doesn't make a perfect one, you also have to pay attention to the format of the report.
#Person2#: Oh, my God, is there any fixed for mat for it-the one that I just need to fix my information in?
#Person1#: I'm sorry. There isn't. Because different people have to write different kinds of reports.
#Person2#: But I don't know how to work the Microsoft Words. Could you please give me a hand?
#Person1#: OK, no problem. But you have to learn it and then do it yourself next time.",BART,Ben doesn't know how to write a project report because he only does the research reports. #Person1# advises him to include more details about the final conclusion.,no,,no,,no,,no,,no,,no,,no,,no,,0
